total_ha,total_km2,pct_brasil,n_feicoes,n_municipios,n_ufs,area_media_ha,maior_ha,maior_nome,maior_uf,data_processamento
339831414.0,3398314.0,39.91,20829,3438,27,16315.3,7287673.0,ALTO RIO NEGRO,AM,27/04/2026
